Geoname ID;Name;Country Code;Country name EN;Population;Timezone;Coordinates
2798301;Fleron;BE;Belgium;15994;Europe/Brussels;50.61516,5.68062
2798438;Fauvillers;BE;Belgium;1952;Europe/Brussels;49.85116,5.66405
2798581;Ettelgem;BE;Belgium;1181;Europe/Brussels;51.17984,3.02919
2798615;Essen;BE;Belgium;10000;Europe/Brussels;51.46791,4.46901
2798680;Erondegem;BE;Belgium;1742;Europe/Brussels;50.94118,3.95611
2798868;Eksaarde;BE;Belgium;6005;Europe/Brussels;51.14876,3.96814
2798949;Eghezee;BE;Belgium;14352;Europe/Brussels;50.59076,4.91175
2799325;Dolembreux;BE;Belgium;1621;Europe/Brussels;50.53763,5.62556
2799347;Dison;BE;Belgium;13642;Europe/Brussels;50.61004,5.8534
2799908;Dadizele;BE;Belgium;3794;Europe/Brussels;50.85138,3.09468
2800461;Chasse Royale;BE;Belgium;0;Europe/Brussels;50.42842,3.95001
2801694;Boezinge;BE;Belgium;2061;Europe/Brussels;50.89672,2.85421
2802312;Bellevaux-Ligneuville;BE;Belgium;1853;Europe/Brussels;50.38948,6.01093
2802731;Bambrugge;BE;Belgium;1797;Europe/Brussels;50.92115,3.92993
2803018;Assesse;BE;Belgium;6279;Europe/Brussels;50.36934,5.02204
2803252;Alveringem;BE;Belgium;4910;Europe/Brussels;51.01238,2.71117
2803343;Adinkerke;BE;Belgium;3142;Europe/Brussels;51.07409,2.59914
2353197;Zorgo;BF;Burkina Faso;23892;Africa/Ouagadougou;12.24922,-0.61527
2360372;Gorom-Gorom;BF;Burkina Faso;6691;Africa/Ouagadougou;14.4429,-0.23468
2361836;Boussouma;BF;Burkina Faso;0;Africa/Ouagadougou;12.91069,-1.0819
725588;Yakimovo;BG;Bulgaria;2665;Europe/Sofia;43.63472,23.3535
726489;Batanovtsi;BG;Bulgaria;2519;Europe/Sofia;42.59692,22.95634
726612;Sarnitsa;BG;Bulgaria;0;Europe/Sofia;41.73835,24.02435
727987;Veliki Preslav;BG;Bulgaria;9425;Europe/Sofia;43.16667,26.81667
728378;Pazardzhik;BG;Bulgaria;75977;Europe/Sofia;42.2,24.33333
729646;Letnitsa;BG;Bulgaria;3528;Europe/Sofia;43.31167,25.07333
730852;Ivanovo;BG;Bulgaria;1031;Europe/Sofia;43.68568,25.95565
730969;Gurkovo;BG;Bulgaria;2889;Europe/Sofia;42.66667,25.8
733359;Belene;BG;Bulgaria;9781;Europe/Sofia;43.64594,25.12627
733434;Bata;BG;Bulgaria;1235;Europe/Sofia;42.73802,27.49643
733660;Anton;BG;Bulgaria;1697;Europe/Sofia;42.75,24.28333
428219;Karuzi;BI;Burundi;10705;Africa/Bujumbura;-3.10139,30.16278
2393917;Guilmaro;BJ;Benin;6516;Africa/Porto-Novo;10.56583,1.72444
2395127;Beterou;BJ;Benin;13108;Africa/Porto-Novo;9.19916,2.25855
2395591;Angara-Debou;BJ;Benin;0;Africa/Porto-Novo;11.32454,3.05886
3901519;Villa Serrano;BO;Bolivia;0;America/La_Paz;-19.12489,-64.32343
3902377;Trinidad;BO;Bolivia;84259;America/La_Paz;-14.83333,-64.9
3919886;Colchani;BO;Bolivia;1074;America/La_Paz;-17.31667,-66.71667
3385922;Tuntum;BR;Brazil;16402;America/Fortaleza;-5.25806,-44.64889
3387928;Senador Jose Porfirio;BR;Brazil;5708;America/Belem;-2.59083,-51.95417
3388454;Sao Jose da Laje;BR;Brazil;12810;America/Maceio;-9.00972,-36.05833
3388714;Sao Goncalo do Amarante;BR;Brazil;23583;America/Fortaleza;-3.60722,-38.96833
3389381;Santana do Matos;BR;Brazil;8050;America/Fortaleza;-5.9575,-36.65556
3389860;Salgueiro;BR;Brazil;42152;America/Recife;-8.07417,-39.11917
3392167;Picos;BR;Brazil;57495;America/Fortaleza;-7.07694,-41.46694
3392345;Pentecoste;BR;Brazil;19680;America/Fortaleza;-3.79278,-39.27028
3392425;Pedro Velho;BR;Brazil;6366;America/Fortaleza;-6.43917,-35.22139
3393001;Parnaiba;BR;Brazil;138008;America/Fortaleza;-2.90472,-41.77667
3394238;Mulungu;BR;Brazil;4181;America/Fortaleza;-7.02444,-35.46194
3397838;Jaboatao;BR;Brazil;702621;America/Recife;-8.18028,-35.00139
3398381;Icatu;BR;Brazil;3648;America/Fortaleza;-2.77583,-44.06583
3398450;Horizonte;BR;Brazil;51171;America/Fortaleza;-4.1,-38.48333
3399506;Floriano;BR;Brazil;48587;America/Fortaleza;-6.76694,-43.0225
3400739;Esperantinopolis;BR;Brazil;13166;America/Fortaleza;-4.86667,-44.70833
3402229;Chapadinha;BR;Brazil;40804;America/Fortaleza;-3.74167,-43.36028
3402429;Caucaia;BR;Brazil;275019;America/Fortaleza;-3.73611,-38.65306
3402721;Carpina;BR;Brazil;70689;America/Recife;-7.85083,-35.25472
3406001;Batalha;BR;Brazil;8744;America/Fortaleza;-4.025,-42.075
3406457;Barauna;BR;Brazil;14112;America/Fortaleza;-5.08,-37.61667
3407243;Araripina;BR;Brazil;38569;America/Recife;-7.57611,-40.49833
3407755;Amarante do Maranhao;BR;Brazil;11510;America/Fortaleza;-5.56667,-46.74222
3444823;Xique Xique;BR;Brazil;35433;America/Bahia;-10.82294,-42.72815
3445839;Uberaba;BR;Brazil;260843;America/Sao_Paulo;-19.74833,-47.93194
3445993;Tubarao;BR;Brazil;67245;America/Sao_Paulo;-28.46667,-49.00694
3446295;Torres;BR;Brazil;32791;America/Sao_Paulo;-29.33528,-49.72694
3446752;Taquarituba;BR;Brazil;21492;America/Sao_Paulo;-23.53306,-49.24444
3446847;Taquara;BR;Brazil;48051;America/Sao_Paulo;-29.65056,-50.78056
3447562;Simao Dias;BR;Brazil;18385;America/Maceio;-10.73833,-37.81111
3447839;Senhor do Bonfim;BR;Brazil;48471;America/Bahia;-10.46139,-40.18944
3450272;Santa Cruz do Rio Pardo;BR;Brazil;37336;America/Sao_Paulo;-22.89889,-49.6325
3451474;Riachao do Jacuipe;BR;Brazil;16911;America/Bahia;-11.80694,-39.38556
3453741;Pinheiro Machado;BR;Brazil;11176;America/Sao_Paulo;-31.57833,-53.38111
3455251;Panorama;BR;Brazil;14227;America/Sao_Paulo;-21.35639,-51.85972
3456164;Nova Granada;BR;Brazil;15715;America/Sao_Paulo;-20.53389,-49.31417
3458237;Macaubas;BR;Brazil;14597;America/Bahia;-13.01944,-42.69861
3458449;Londrina;BR;Brazil;471832;America/Sao_Paulo;-23.31028,-51.16278
3460170;Jandira;BR;Brazil;113605;America/Sao_Paulo;-23.5275,-46.9025
3460214;Jaguariaiva;BR;Brazil;30626;America/Sao_Paulo;-24.24423,-49.70932
3460697;Itapirapua;BR;Brazil;7923;America/Sao_Paulo;-15.82333,-50.61333
3460813;Itambe;BR;Brazil;23558;America/Bahia;-15.245,-40.62444
3460967;Itabera;BR;Brazil;11097;America/Sao_Paulo;-23.86194,-49.13722
3461311;Indaiatuba;BR;Brazil;179911;America/Sao_Paulo;-23.08842,-47.2119
3461525;Ibotirama;BR;Brazil;17354;America/Bahia;-12.18528,-43.22056
3461680;Herval;BR;Brazil;18063;America/Sao_Paulo;-32.02361,-53.39556
3461995;Guaira;BR;Brazil;34092;America/Sao_Paulo;-20.31833,-48.31056
3462975;Francisco Sa;BR;Brazil;13997;America/Sao_Paulo;-16.47583,-43.48833
3463432;Fernandopolis;BR;Brazil;61931;America/Sao_Paulo;-20.28389,-50.24639
3464363;Edeia;BR;Brazil;9838;America/Sao_Paulo;-17.33833,-49.93139
3465342;Corumba;BR;Brazil;96520;America/Campo_Grande;-19.00917,-57.65333
3465524;Cordeiropolis;BR;Brazil;25630;America/Sao_Paulo;-22.48194,-47.45667
3466547;Caxambu;BR;Brazil;22701;America/Sao_Paulo;-21.97722,-44.9325
3466696;Catalao;BR;Brazil;63544;America/Sao_Paulo;-18.16583,-47.94639
3469190;Boquira;BR;Brazil;6306;America/Bahia;-12.82306,-42.73056
3471395;Artur Nogueira;BR;Brazil;40403;America/Sao_Paulo;-22.57306,-47.1725
3471872;Aracaju;BR;Brazil;490175;America/Maceio;-10.91111,-37.07167
3472287;Anapolis;BR;Brazil;319587;America/Sao_Paulo;-16.32667,-48.95278
3662075;Tabatinga;BR;Brazil;28229;America/Manaus;-4.23116,-69.93858
3925033;Ji Parana;BR;Brazil;107697;America/Porto_Velho;-10.88528,-61.95167
3571650;Port Nelson;BS;Bahamas;91;America/Nassau;23.64967,-74.84157
3572796;Black Point;BS;Bahamas;0;America/Nassau;24.1,-76.38333
1252460;Sarpang;BT;Bhutan;10416;Asia/Thimphu;26.86395,90.26745
933753;Gobojango;BW;Botswana;1756;Africa/Gaborone;-21.8327,28.72882
622500;Ruzhany;BY;Belarus;3100;Europe/Minsk;52.86322,24.89357
623581;Pyetrykaw;BY;Belarus;10552;Europe/Minsk;52.1289,28.4921
625818;Luninyets;BY;Belarus;25000;Europe/Minsk;52.2472,26.8047
626939;Karelichy;BY;Belarus;7800;Europe/Minsk;53.5648,26.1406
627751;Kalinkavichy;BY;Belarus;37190;Europe/Minsk;52.1323,29.3257
628317;Hal'shany;BY;Belarus;5000;Europe/Minsk;54.2585,26.0144
628387;Hlusk;BY;Belarus;7800;Europe/Minsk;52.903,28.6845
628658;Dyatlovo;BY;Belarus;7700;Europe/Minsk;53.4631,25.4068
8019679;Khatsyezhyna;BY;Belarus;1145;Europe/Minsk;53.9094,27.3069
8019846;Atolina;BY;Belarus;1253;Europe/Minsk;53.7817,27.4346
5887048;Armstrong;CA;Canada;4275;America/Vancouver;50.44979,-119.20235
5894164;Barrhead;CA;Canada;4579;America/Edmonton;54.13345,-114.40211
5897209;Becancour;CA;Canada;11134;America/Toronto;46.34106,-72.43224
5907364;Brampton;CA;Canada;593638;America/Toronto;43.68341,-79.76633
5913414;Caledon;CA;Canada;66502;America/Toronto;43.86544,-79.99322
5919850;Chapais;CA;Canada;1824;America/Toronto;49.78344,-74.84919
5921147;Chibougamau;CA;Canada;7563;America/Toronto;49.91684,-74.36586
5928337;Coteau-du-Lac;CA;Canada;7044;America/Toronto;45.30008,-74.18253
5933885;Cumberland;CA;Canada;3753;America/Vancouver;49.61634,-125.03613
5937577;Deloraine;CA;Canada;1068;America/Winnipeg;49.19082,-100.49477
5942913;Dryden;CA;Canada;8195;America/Winnipeg;49.78334,-92.75032
5955948;Fort Saskatchewan;CA;Canada;14957;America/Edmonton;53.69814,-113.21382
5960971;Gibsons;CA;Canada;6821;America/Vancouver;49.39539,-123.50555
5972961;Headingley;CA;Canada;3215;America/Winnipeg;49.8753,-97.40896
5975034;High Prairie;CA;Canada;2878;America/Edmonton;55.4334,-116.4858
6035615;Lacombe;CA;Canada;13057;America/Edmonton;52.46681,-113.7353
6061979;Lumsden;CA;Canada;1824;America/Regina;50.65009,-104.86783
6072206;Mercier;CA;Canada;10121;America/Toronto;45.3105,-73.73976
6073290;Middleton;CA;Canada;1391;America/Halifax;45.71659,-63.17932
6074409;Mimico;CA;Canada;33964;America/Toronto;43.61616,-79.51269
6075359;Mississauga Beach;CA;Canada;4662;America/Toronto;43.25876,-79.08625
6077338;Mont-Saint-Gregoire;CA;Canada;3086;America/Toronto;45.33338,-73.16585
6082231;Mount Pearl;CA;Canada;23120;America/St_Johns;47.51659,-52.78135
6087892;Niagara Falls;CA;Canada;82000;America/Toronto;43.10012,-79.06627
6089426;North Bay;CA;Canada;50396;America/Toronto;46.3168,-79.46633
6089661;North Cowichan;CA;Canada;29676;America/Vancouver;48.84133,-123.68596
6092095;Oakridge;CA;Canada;13845;America/Toronto;43.69686,-79.28028
6092873;Oka;CA;Canada;1254;America/Toronto;45.46489,-74.08892
6101606;Petawawa;CA;Canada;17187;America/Toronto;45.89452,-77.28007
6112608;Powell River;CA;Canada;13157;America/Vancouver;49.83278,-124.52368
6113466;Princeville;CA;Canada;5571;America/Halifax;45.76684,-61.29853
6116548;Rankin Inlet;CA;Canada;2334;America/Rankin_Inlet;62.80906,-92.08534
6122091;Richmond Hill;CA;Canada;195022;America/Toronto;43.87111,-79.43725
6137353;Saint-Alexandre;CA;Canada;1304;America/Toronto;45.5001,-75.74935
6137383;Saint-Ambroise;CA;Canada;1655;America/Toronto;46.07647,-73.55636
6137576;Saint-Charles;CA;Canada;1482;America/Toronto;45.70288,-73.55417
6137941;Sainte-Julie;CA;Canada;29019;America/Toronto;45.58338,-73.33246
6138625;Saint-Leonard;CA;Canada;73423;America/Toronto;45.58773,-73.59501
6138815;Saint-Nazaire;CA;Canada;0;America/Toronto;48.58944,-71.55247
6139678;Saltair;CA;Canada;2069;America/Vancouver;48.94963,-123.76939
6156102;Steinbach;CA;Canada;15829;America/Winnipeg;49.52579,-96.68451
6159905;Surrey;CA;Canada;394976;America/Vancouver;49.10635,-122.82509
6165406;Thompson;CA;Canada;13678;America/Winnipeg;55.7435,-97.85579
6173241;Val-Morin;CA;Canada;2772;America/Toronto;46.00008,-74.18251
6176421;Wasaga Beach;CA;Canada;20675;America/Toronto;44.5168,-80.01637
6177869;Welland;CA;Canada;52293;America/Toronto;42.98342,-79.24958
6183590;Woburn;CA;Canada;53485;America/Toronto;43.76657,-79.22773
7870895;Roncesvalles;CA;Canada;14974;America/Toronto;43.64887,-79.45016
7870931;Skatepark;CA;Canada;1500;America/Toronto;44.25122,-76.94424
7871314;Woodbine-Lumsden;CA;Canada;7865;America/Toronto;43.69214,-79.3097
11203928;Silver Berry;CA;Canada;8089;America/Edmonton;53.45787,-113.3817
12070761;Hayes Subdivision;CA;Canada;1121;America/Halifax;45.05519,-64.58795
12156832;Forest Hill North;CA;Canada;12806;America/Toronto;43.70422,-79.42814
12156884;O'Connor-Parkview;CA;Canada;18675;America/Toronto;43.7068,-79.31223
12156896;Bedford Park-Nortown;CA;Canada;23236;America/Toronto;43.73149,-79.42023
12156902;Elms-Old Rexdale;CA;Canada;9456;America/Toronto;43.72152,-79.54898
12188907;Trent Lakes;CA;Canada;0;America/Toronto;44.72452,-78.45831
214614;Kamina;CD;Congo, Democratic Republic of the;73557;Africa/Lubumbashi;-8.73508,24.99798
215668;Kabalo;CD;Congo, Democratic Republic of the;29833;Africa/Lubumbashi;-6.05255,26.9143
2658038;Weggis;CH;Switzerland;3863;Europe/Zurich;47.03208,8.43219
2658058;Waltenschwil;CH;Switzerland;2192;Europe/Zurich;47.33339,8.29791
2658115;Vionnaz;CH;Switzerland;1719;Europe/Zurich;46.31101,6.90062
2658145;Vevey;CH;Switzerland;15812;Europe/Zurich;46.46299,6.84345
2658376;Thundorf;CH;Switzerland;1179;Europe/Zurich;47.54594,8.96358
2658417;Tauffelen;CH;Switzerland;2492;Europe/Zurich;47.0663,7.19883
2658424;Tann;CH;Switzerland;3034;Europe/Zurich;47.26898,8.85024
2658572;Sissach;CH;Switzerland;5873;Europe/Zurich;47.46408,7.80888
2658732;Schinznach Dorf;CH;Switzerland;1736;Europe/Zurich;47.4465,8.14089
2658793;Sargans;CH;Switzerland;5045;Europe/Zurich;47.04896,9.44103
2658850;Salgesch;CH;Switzerland;1240;Europe/Zurich;46.31155,7.5712
2658874;Sainte-Croix;CH;Switzerland;4214;Europe/Zurich;46.82203,6.50283
2658986;Romanel-sur-Lausanne;CH;Switzerland;3123;Europe/Zurich;46.56403,6.60538
2659060;Rheinfelden;CH;Switzerland;10733;Europe/Zurich;47.55437,7.79403
2659311;Oensingen;CH;Switzerland;4609;Europe/Zurich;47.28764,7.71612
2659464;Niedergosgen;CH;Switzerland;3847;Europe/Zurich;47.37157,7.98837
2659485;Neuhausen;CH;Switzerland;10019;Europe/Zurich;47.68579,8.61474
2659550;Munchwilen;CH;Switzerland;4612;Europe/Zurich;47.47719,8.99677
2659772;Maennedorf;CH;Switzerland;7951;Europe/Zurich;47.25686,8.69893
2659821;Luthern;CH;Switzerland;1392;Europe/Zurich;47.05753,7.91692
2659888;Ligornetto;CH;Switzerland;1524;Europe/Zurich;45.86161,8.95166
2659954;Lens;CH;Switzerland;3497;Europe/Zurich;46.28298,7.44976
2659955;Le Noirmont;CH;Switzerland;1617;Europe/Zurich;47.22464,6.95784
2660002;Laufelfingen;CH;Switzerland;1271;Europe/Zurich;47.39457,7.85578
2660305;Horgen;CH;Switzerland;15973;Europe/Zurich;47.25983,8.59778
2660355;Herzogenbuchsee;CH;Switzerland;5522;Europe/Zurich;47.18795,7.7062
2661046;Dardagny;CH;Switzerland;1329;Europe/Zurich;46.19564,5.99497
2661094;Court;CH;Switzerland;1328;Europe/Zurich;47.23956,7.33655
2661110;Cortaillod;CH;Switzerland;4410;Europe/Zurich;46.94306,6.8444
2661280;Camorino;CH;Switzerland;2358;Europe/Zurich;46.16483,9.00547
2661300;Buttisholz;CH;Switzerland;2890;Europe/Zurich;47.11442,8.09425
2661429;Boudry;CH;Switzerland;4886;Europe/Zurich;46.94991,6.83757
2661574;Belfaux;CH;Switzerland;2286;Europe/Zurich;46.82171,7.10674
2661591;Bavois;CH;Switzerland;662;Europe/Zurich;46.68403,6.5671
3206590;Riehen;CH;Switzerland;20000;Europe/Zurich;47.57884,7.64683
6285791;Ecublens;CH;Switzerland;10262;Europe/Zurich;46.52899,6.56261
6292919;Richterswil / Dorfkern;CH;Switzerland;1216;Europe/Zurich;47.20715,8.70607
6294549;Uster / Gschwader;CH;Switzerland;1763;Europe/Zurich;47.36016,8.7139
6295300;Dietikon / Oberdorf;CH;Switzerland;4147;Europe/Zurich;47.40065,8.39416
6295493;Zuerich (Kreis 1) / Lindenhof;CH;Switzerland;1298;Europe/Zurich;47.37188,8.54036
6295508;Zuerich (Kreis 7) / Hirslanden;CH;Switzerland;6769;Europe/Zurich;47.3624,8.56755
6295514;Schwerzenbach;CH;Switzerland;4180;Europe/Zurich;47.38213,8.65727
6295549;Obermeilen;CH;Switzerland;2871;Europe/Zurich;47.26574,8.65567
11789318;Wettswil;CH;Switzerland;0;Europe/Zurich;47.33725,8.47527
2279959;Ouaninou;CI;Côte d'Ivoire;0;Africa/Abidjan;8.2379,-7.86638
2280045;Vavoua;CI;Côte d'Ivoire;31250;Africa/Abidjan;7.38194,-6.47778
2290000;Dikodougou;CI;Côte d'Ivoire;0;Africa/Abidjan;9.06757,-5.77222
2290648;Buyo;CI;Côte d'Ivoire;0;Africa/Abidjan;6.27534,-6.99704
2290836;Boundiali;CI;Côte d'Ivoire;38878;Africa/Abidjan;9.52167,-6.48694
2290964;Bouafle;CI;Côte d'Ivoire;60962;Africa/Abidjan;6.99041,-5.7442
3868158;Villarrica;CL;Chile;31602;America/Santiago;-39.28569,-72.2279
3889322;Freire;CL;Chile;7813;America/Santiago;-38.95252,-72.62653
3895061;Chimbarongo;CL;Chile;17356;America/Santiago;-34.71247,-71.0434
7281020;Lo Prado;CL;Chile;104316;America/Santiago;-33.4443,-70.72552
2224584;Ngoro;CM;Cameroon;2305;Africa/Douala;4.95,11.38333
2225263;Ndikinimeki;CM;Cameroon;8247;Africa/Douala;4.76667,10.83333
2228079;Mbalmayo;CM;Cameroon;80206;Africa/Douala;3.51667,11.5
2228881;Makary;CM;Cameroon;7331;Africa/Douala;12.57535,14.45483
2232997;Dizangue;CM;Cameroon;19243;Africa/Douala;3.76667,9.98333
2233805;Bogo;CM;Cameroon;16952;Africa/Douala;10.7336,14.60928
1281368;Deqen;CN;China;62400;Asia/Shanghai;29.96178,90.71875
1346646;Yengibag;CN;China;9070;Asia/Urumqi;36.96583,81.67833
1529363;Kuqa;CN;China;102752;Asia/Urumqi;41.71707,82.93064
1538378;Panjim;CN;China;25307;Asia/Urumqi;44.00754,81.4247
1549754;Heqiao;CN;China;35118;Asia/Shanghai;34.45278,116.9
1549819;Shizhai;CN;China;62956;Asia/Shanghai;34.80556,116.63889
1550143;Zhujiachang;CN;China;1295;Asia/Shanghai;27.3575,108.93833
1783683;Ziyang;CN;China;905729;Asia/Shanghai;30.12108,104.64811
1783792;Zhuxi Chengguanzhen;CN;China;0;Asia/Shanghai;32.32569,109.72337
1785737;Yuncheng;CN;China;0;Asia/Shanghai;35.59833,115.93472
1785964;Yudong;CN;China;81408;Asia/Shanghai;29.385,106.51944
1786119;Yuanba;CN;China;0;Asia/Shanghai;32.32563,105.96178
1786378;Yongchuan;CN;China;94465;Asia/Shanghai;29.35376,105.89392
1786462;Yishan;CN;China;0;Asia/Shanghai;34.29944,119.25417
1786657;Yinchuan;CN;China;1487579;Asia/Shanghai;38.46806,106.27306
1786969;Yaoji;CN;China;65897;Asia/Shanghai;34.06667,117.81667
1787331;Zhangjiagang;CN;China;1432044;Asia/Shanghai;31.865,120.53889
1787521;Yangjiapo;CN;China;2899;Asia/Shanghai;39.29417,117.8875
1787554;Yangdian;CN;China;3695;Asia/Shanghai;33.93332,106.42656
1787587;Yanghe;CN;China;67901;Asia/Shanghai;38.27852,106.24776
1787646;Yangcun;CN;China;63756;Asia/Shanghai;39.36389,117.06028
1787739;Huamachi;CN;China;0;Asia/Shanghai;37.7852,107.40322
1787804;Yacheng;CN;China;10267;Asia/Shanghai;34.32278,105.13528
1788005;Funan Chengguanzhen;CN;China;0;Asia/Shanghai;32.63678,115.61494
1788887;Xinhe;CN;China;69884;Asia/Shanghai;36.925,119.59306
1789095;Xindu;CN;China;0;Asia/Shanghai;30.82236,104.15742
1789217;Gulue;CN;China;0;Asia/Shanghai;32.74389,114.97611
1789691;Xiazhuang;CN;China;88710;Asia/Shanghai;36.44917,119.83556
1791925;Wangpu;CN;China;23414;Asia/Shanghai;35.05712,105.43585
1792636;Tongjing;CN;China;30673;Asia/Shanghai;29.85653,106.8448
1794227;Dachang Shandao;CN;China;29717;Asia/Shanghai;39.27556,122.6
1794371;Shuizhai;CN;China;140493;Asia/Shanghai;23.92961,115.76499
1794401;Shuitou;CN;China;0;Asia/Shanghai;36.97306,111.2091
1794650;Shuanglong;CN;China;29213;Asia/Shanghai;29.95972,107.20356
1794788;Shoushan;CN;China;1470;Asia/Shanghai;26.96444,119.16167
1796224;Shanghe;CN;China;0;Asia/Shanghai;37.30611,117.15345
1796236;Shanghai;CN;China;22315474;Asia/Shanghai;31.22222,121.45806
1796797;Sanhui;CN;China;51413;Asia/Shanghai;30.08167,106.5912
1797121;Jieyang;CN;China;1899394;Asia/Shanghai;23.5418,116.36581
1797181;Renqiu;CN;China;98569;Asia/Shanghai;38.69889,116.09361
1797213;Renhe;CN;China;24903;Asia/Shanghai;26.41667,101.01667
1798490;Pulandian;CN;China;104277;Asia/Shanghai;39.39528,121.96694
1798501;Puji;CN;China;2000;Asia/Shanghai;32.23908,106.45478
1798634;Pingyi;CN;China;78254;Asia/Shanghai;35.50056,117.63083
1798778;Pingjin;CN;China;55139;Asia/Shanghai;30.61176,107.54497
1798994;Panzhuang;CN;China;4864;Asia/Shanghai;39.33943,117.4682
1799086;Panggezhuang;CN;China;3217;Asia/Shanghai;39.80472,117.16611
1800217;Naliang;CN;China;41577;Asia/Shanghai;21.66667,107.86667
1800839;Meilin;CN;China;0;Asia/Shanghai;25.87308,115.0108
1800945;Mayanhe;CN;China;8497;Asia/Shanghai;34.0725,105.73694
1801982;Luocheng;CN;China;0;Asia/Shanghai;30.98021,104.28081
1802169;Lucheng;CN;China;0;Asia/Shanghai;31.76324,120.04588
1802171;Kangding;CN;China;100000;Asia/Shanghai;30.00222,101.9569
1802276;Longyan;CN;China;1025087;Asia/Shanghai;25.07485,117.01775
1802300;Longxian Chengguanzhen;CN;China;0;Asia/Shanghai;34.90734,106.84965
1802420;Longshui;CN;China;121609;Asia/Shanghai;29.56555,105.76205
1803382;Linli;CN;China;0;Asia/Shanghai;29.45,111.65
1803728;Ligezhuang;CN;China;65714;Asia/Shanghai;36.35778,120.14278
1803753;Lidu;CN;China;88124;Asia/Shanghai;29.73861,107.29477
1803791;Licheng;CN;China;172775;Asia/Shanghai;23.29549,113.82465
1804917;Junxi;CN;China;0;Asia/Shanghai;25.69795,117.84541
1804996;Liulin;CN;China;17731;Asia/Shanghai;34.58972,103.50417
1805671;Jinggan;CN;China;0;Asia/Shanghai;34.53,108.83417
1806311;Jiangkou;CN;China;0;Asia/Shanghai;31.56506,107.09736
1806687;Yong'an;CN;China;0;Asia/Shanghai;39.69571,113.68708
1807566;Xingyi;CN;China;322890;Asia/Shanghai;25.09617,104.90639
1808268;Hetang;CN;China;3430;Asia/Shanghai;26.66276,119.11062
1810159;Gongba;CN;China;5563;Asia/Shanghai;33.48459,104.52861
1810936;Furong;CN;China;0;Asia/Shanghai;26.45,114.76667
1810963;Fulu;CN;China;20225;Asia/Shanghai;30.65422,107.96832
1811169;Fengzhou;CN;China;6500;Asia/Shanghai;24.95762,118.53365
1811479;Fanshi;CN;China;0;Asia/Shanghai;39.18992,113.26401
1811619;Ezhou;CN;China;193652;Asia/Shanghai;30.4,114.83333
1812420;Dongkou;CN;China;0;Asia/Shanghai;27.05272,110.5361
1812600;Dongditou;CN;China;5925;Asia/Shanghai;39.26641,117.37273
1812619;Dongcun;CN;China;0;Asia/Shanghai;38.29442,111.70352
766867;Laczna;PL;Poland;780;Europe/Warsaw;51.00231,20.79712
768115;Kortowo;PL;Poland;1070;Europe/Warsaw;53.75731,20.4562
769061;Klimontow;PL;Poland;1397;Europe/Warsaw;50.22843,20.3199
770045;Jezowe;PL;Poland;5358;Europe/Warsaw;50.37486,22.12749
770772;Iwaniska;PL;Poland;1300;Europe/Warsaw;50.73146,21.2806
771481;Grebkow;PL;Poland;345;Europe/Warsaw;52.26931,21.90974
771679;Gozd;PL;Poland;909;Europe/Warsaw;51.37832,21.37914
772021;Gnojno;PL;Poland;721;Europe/Warsaw;50.60263,20.84913
773386;Debe Wielkie;PL;Poland;2750;Europe/Warsaw;52.19961,21.44334
773735;Czerwonka;PL;Poland;1090;Europe/Warsaw;53.91627,20.89685
773808;Czemierniki;PL;Poland;3700;Europe/Warsaw;51.67298,22.63887
773966;Czarna;PL;Poland;2474;Europe/Warsaw;50.06717,21.25614
774069;Cmielow;PL;Poland;3194;Europe/Warsaw;50.89028,21.51426
774387;Chorzele;PL;Poland;2807;Europe/Warsaw;53.26075,20.89728
775155;Brzeziny;PL;Poland;2015;Europe/Warsaw;50.77273,20.57319
775358;Branszczyk;PL;Poland;1109;Europe/Warsaw;52.62931,21.58745
775424;Borzechow;PL;Poland;390;Europe/Warsaw;51.09258,22.28414
775866;Blazowa;PL;Poland;2129;Europe/Warsaw;49.88521,22.10037
775908;Bircza;PL;Poland;1000;Europe/Warsaw;49.69173,22.47854
3080058;Zmigrod;PL;Poland;6542;Europe/Warsaw;51.46672,16.90564
3080984;Zabrzeg;PL;Poland;3090;Europe/Warsaw;49.91619,18.94292
3081300;Wschowa;PL;Poland;14458;Europe/Warsaw;51.80705,16.31663
3081560;Wola Krzysztoporska;PL;Poland;2100;Europe/Warsaw;51.34418,19.5809
3081604;Wola;PL;Poland;8508;Europe/Warsaw;50.01745,19.12333
3081711;Wlosienica;PL;Poland;1491;Europe/Warsaw;50.01822,19.31671
3081748;Wlen;PL;Poland;1888;Europe/Warsaw;51.01635,15.67474
3081946;Wilkow;PL;Poland;900;Europe/Warsaw;51.10158,17.66284
3082587;Warta;PL;Poland;3400;Europe/Warsaw;51.71049,18.62483
3082855;Ujazd;PL;Poland;1638;Europe/Warsaw;50.38938,18.34929
3083835;Szczawno-Zdroj;PL;Poland;5586;Europe/Warsaw;50.80352,16.25655
3084061;Swiedziebnia;PL;Poland;958;Europe/Warsaw;53.15207,19.55463
3084107;Swiatniki Gorne;PL;Poland;2125;Europe/Warsaw;49.93429,19.95364
3084230;Sulejow;PL;Poland;6332;Europe/Warsaw;51.35436,19.88538
3084408;Strzeleczki;PL;Poland;1700;Europe/Warsaw;50.46215,17.85665
3085047;Sroda Slaska;PL;Poland;8912;Europe/Warsaw;51.16406,16.59508
