Geoname ID;Name;Country Code;Country name EN;Population;Timezone;Coordinates
5113059;Clymer;US;United States;1698;America/New_York;42.02089,-79.63005
5113196;Cold Spring;US;United States;1964;America/New_York;41.42009,-73.95458
5116107;East Williston;US;United States;2578;America/New_York;40.75843,-73.63485
5116216;Eden;US;United States;3806;America/New_York;41.28871,-74.49433
5119019;Grand Island;US;United States;20813;America/New_York;43.03311,-78.96254
5119432;Greenwood Lake;US;United States;3113;America/New_York;41.22259,-74.29432
5120241;Haviland;US;United States;3634;America/New_York;41.76676,-73.90152
5120348;Head of the Harbor;US;United States;1477;America/New_York;40.90343,-73.15789
5124931;Livingston Manor;US;United States;1221;America/New_York;41.90037,-74.82822
5125554;Lyons;US;United States;3619;America/New_York;43.06423,-76.99025
5125734;Malverne;US;United States;8571;America/New_York;40.67899,-73.67402
5127474;Moravia;US;United States;1236;America/New_York;42.71257,-76.4216
5129290;Northport;US;United States;7390;America/New_York;40.90093,-73.34317
5129540;Oakdale;US;United States;8107;America/New_York;42.2512,-73.78013
5129887;Ontario;US;United States;2160;America/New_York;43.2209,-77.28304
5130102;Otisville;US;United States;1046;America/New_York;41.47343,-74.53849
5130319;Oxford;US;United States;1411;America/New_York;42.44202,-75.59769
5130402;Palenville;US;United States;1037;America/New_York;42.17453,-74.02014
5131095;Philadelphia;US;United States;1223;America/New_York;44.1545,-75.70882
5131643;Plandome Heights;US;United States;1026;America/New_York;40.8026,-73.7043
5132013;Port Jefferson;US;United States;7842;America/New_York;40.94649,-73.06927
5134449;Rossville;US;United States;18792;America/New_York;40.55566,-74.21348
5134453;Rotterdam;US;United States;20652;America/New_York;42.78702,-73.97096
5134736;Sackets Harbor;US;United States;1490;America/New_York;43.94617,-76.11909
5136334;Saratoga Springs;US;United States;27765;America/New_York;43.08313,-73.78457
5137423;Scotia;US;United States;7727;America/New_York;42.82647,-73.96429
5137895;Shelter Island Heights;US;United States;1048;America/New_York;41.08399,-72.35592
5137957;Sherrill;US;United States;3066;America/New_York;43.07368,-75.59824
5139084;Spackenkill;US;United States;4123;America/New_York;41.65593,-73.91347
5141527;Tuckahoe;US;United States;1373;America/New_York;40.89899,-72.41092
5143527;Weedsport;US;United States;1761;America/New_York;43.04868,-76.56272
5143644;West Bay Shore;US;United States;4648;America/New_York;40.70871,-73.28123
5144375;Whitehall;US;United States;2582;America/New_York;43.55562,-73.40372
5144975;Woodhaven;US;United States;36555;America/New_York;40.68927,-73.85791
5147766;Bluffton;US;United States;4161;America/New_York;40.89533,-83.88883
5148533;Bryan;US;United States;8436;America/New_York;41.47477,-84.55245
5149253;Cardington;US;United States;2047;America/New_York;40.50062,-82.89351
5149493;Celina;US;United States;10387;America/New_York;40.54894,-84.57023
5151861;Defiance;US;United States;16776;America/New_York;41.28449,-84.35578
5156371;Green;US;United States;25898;America/New_York;40.94589,-81.48317
5161493;Lyndhurst;US;United States;13691;America/New_York;41.52005,-81.48873
5163375;Montpelier;US;United States;3993;America/New_York;41.5845,-84.60551
5165101;Norwalk;US;United States;16827;America/New_York;41.24255,-82.61573
5167479;Prospect;US;United States;1070;America/New_York;40.45034,-83.18853
5169242;Saint Henry;US;United States;2427;America/New_York;40.41755,-84.63968
5177337;Woodville;US;United States;2083;America/New_York;41.45144,-83.36576
5178393;Apollo;US;United States;1588;America/New_York;40.58145,-79.56643
5181396;Braddock;US;United States;2128;America/New_York;40.4034,-79.86838
5181636;Bridgeville;US;United States;5092;America/New_York;40.35618,-80.11006
5186172;Curwensville;US;United States;2474;America/New_York;40.97561,-78.52502
5187727;Eagleville;US;United States;4800;America/New_York;40.15955,-75.40824
5188549;Elkland;US;United States;1779;America/New_York;41.98618,-77.31081
5188784;Enhaut;US;United States;1007;America/New_York;40.23176,-76.82692
5188815;Ephrata;US;United States;13861;America/New_York;40.17982,-76.17884
5189828;Fleetwood;US;United States;4085;America/New_York;40.45398,-75.81798
980213;Maile;ZA;South Africa;10000;Africa/Johannesburg;-25.44152,27.28165
993014;Kakamas;ZA;South Africa;0;Africa/Johannesburg;-28.77341,20.6147
1017048;Boshof;ZA;South Africa;0;Africa/Johannesburg;-28.53914,25.23965
1023656;Adelaide;ZA;South Africa;12212;Africa/Johannesburg;-32.70747,26.29564
905789;Mpongwe;ZM;Zambia;8997;Africa/Lusaka;-13.50914,28.15504
918702;Chipata;ZM;Zambia;85963;Africa/Lusaka;-13.63333,32.65
888710;Kwekwe;ZW;Zimbabwe;99149;Africa/Harare;-18.92809,29.81486
892876;Concession;ZW;Zimbabwe;4983;Africa/Harare;-17.38333,30.95
893397;Chirundu;ZW;Zimbabwe;1911;Africa/Harare;-16.03333,28.85
511435;Pereleshinskiy;RU;Russian Federation;3257;Europe/Moscow;51.7148,40.1953
513896;Otradnoye;RU;Russian Federation;18000;Europe/Moscow;55.86667,37.6
514171;Ostrov;RU;Russian Federation;24500;Europe/Moscow;57.34395,28.35368
518540;Novomyshastovskaya;RU;Russian Federation;9916;Europe/Moscow;45.19909,38.58272
518602;Novomichurinsk;RU;Russian Federation;20821;Europe/Moscow;54.0384,39.7479
518740;Novokhovrino;RU;Russian Federation;50000;Europe/Moscow;55.86667,37.5
519016;Novobessergenovka;RU;Russian Federation;3445;Europe/Moscow;47.18506,38.84759
520473;Nizhniy Ufaley;RU;Russian Federation;2818;Asia/Yekaterinburg;55.91528,59.98417
520564;Nizhniy Mamon;RU;Russian Federation;3914;Europe/Moscow;50.1937,40.5083
521316;Niny;RU;Russian Federation;4894;Europe/Moscow;44.48778,43.94889
406761;Rajuzah;YE;Yemen;0;Asia/Aden;16.70056,44.41454
523206;Naurskaya;RU;Russian Federation;8550;Europe/Moscow;43.65075,45.31173
406884;Al Humaydat;YE;Yemen;0;Asia/Aden;16.4844,44.42934
524649;Mstikhino;RU;Russian Federation;2500;Europe/Moscow;54.55947,36.12777
410914;Kushar;YE;Yemen;0;Asia/Aden;16.15523,43.42102
526271;Misheronskiy;RU;Russian Federation;3790;Europe/Moscow;55.71927,39.73835
7364546;Al `Amud;YE;Yemen;0;Asia/Aden;14.72103,45.20676
526480;Mineralnye Vody;RU;Russian Federation;76280;Europe/Moscow;44.21028,43.13528
8356686;Al Husun;YE;Yemen;0;Asia/Aden;15.4739,45.36691
526651;Mikhnevo;RU;Russian Federation;10726;Europe/Moscow;55.12747,37.95451
942206;Arniston;ZA;South Africa;1267;Africa/Johannesburg;-34.66739,20.23086
527761;Melekhovo;RU;Russian Federation;6922;Europe/Moscow;56.2773,41.29346
963241;Randburg;ZA;South Africa;337053;Africa/Johannesburg;-26.0941,28.00123
964406;Port Shepstone;ZA;South Africa;52793;Africa/Johannesburg;-30.74137,30.45499
980595;Mahikeng;ZA;South Africa;14000;Africa/Johannesburg;-25.86522,25.64421
1019264;Bizana;ZA;South Africa;0;Africa/Johannesburg;-30.85907,29.85384
3369129;Ceres;ZA;South Africa;41596;Africa/Johannesburg;-33.36889,19.31095
916095;Kabwe;ZM;Zambia;188979;Africa/Lusaka;-14.4469,28.44644
2942341;Franzoesisch Buchholz;DE;Germany;21449;Europe/Berlin;52.60242,13.43019
2942810;Buch am Buchrain;DE;Germany;1355;Europe/Berlin;48.2151,11.99509
2942992;Bruesewitz;DE;Germany;2466;Europe/Berlin;53.67588,11.24379
2943851;Brokdorf;DE;Germany;1082;Europe/Berlin;53.8638,9.32314
2944834;Brehme;DE;Germany;1174;Europe/Berlin;51.49421,10.35908
535741;Lesnoy;RU;Russian Federation;8689;Europe/Moscow;56.06667,37.91667
2947751;Bliesdorf;DE;Germany;1213;Europe/Berlin;52.69298,14.15949
536111;Leninskiy;RU;Russian Federation;9834;Europe/Moscow;54.28768,37.45926
2948337;Bischbrunn;DE;Germany;1880;Europe/Berlin;49.87028,9.48917
536186;Leninkent;RU;Russian Federation;13912;Europe/Moscow;42.96895,47.35202
2948944;Billerbeck;DE;Germany;11699;Europe/Berlin;51.97829,7.29261
536440;Lechinkay;RU;Russian Federation;4334;Europe/Moscow;43.56472,43.43278
2949073;Biesdorf;DE;Germany;28955;Europe/Berlin;52.50906,13.5534
536466;Lebyazh'ye;RU;Russian Federation;5696;Europe/Moscow;59.96182,29.4149
2949133;Bienrode;DE;Germany;1808;Europe/Berlin;52.32065,10.52619
536857;Lashma;RU;Russian Federation;1736;Europe/Moscow;54.9321,41.14379
2951522;Beetzendorf;DE;Germany;1942;Europe/Berlin;52.70226,11.0889
539385;Kuloy;RU;Russian Federation;6557;Europe/Moscow;61.03049,42.49252
2951532;Beesenlaublingen;DE;Germany;1586;Europe/Berlin;51.71274,11.69729
540251;Krymsk;RU;Russian Federation;57555;Europe/Moscow;44.92934,37.99117
2951923;Baunatal;DE;Germany;28173;Europe/Berlin;51.25182,9.40747
540268;Krylovskaya;RU;Russian Federation;6831;Europe/Moscow;46.1097,39.3035
2952238;Bastheim;DE;Germany;2689;Europe/Berlin;50.4008,10.20372
541235;Kremenki;RU;Russian Federation;11994;Europe/Moscow;54.88626,37.11955
2952444;Barntrup;DE;Germany;9513;Europe/Berlin;51.99038,9.11642
542366;Krasnogorskiy;RU;Russian Federation;7065;Europe/Moscow;56.1525,48.32583
2952461;Barnstaedt;DE;Germany;1230;Europe/Berlin;51.34401,11.63735
544327;Korzhovka-Golubovka;RU;Russian Federation;2224;Europe/Moscow;52.76742,32.35362
2953320;Bad Waldsee;DE;Germany;19840;Europe/Berlin;47.92027,9.7549
545223;Konyshevka;RU;Russian Federation;4038;Europe/Moscow;51.8418,35.2941
2953355;Bad Sassendorf;DE;Germany;11659;Europe/Berlin;51.58333,8.16667
546244;Kolomenskoye;RU;Russian Federation;30000;Europe/Moscow;55.66667,37.68333
2953443;Bad Heilbrunn;DE;Germany;3697;Europe/Berlin;47.74671,11.45934
546606;Kokoshkino;RU;Russian Federation;9818;Europe/Moscow;55.59769,37.1695
2953528;Bad Doberan;DE;Germany;11559;Europe/Berlin;54.10712,11.90051
2954244;Aufhausen;DE;Germany;1767;Europe/Berlin;48.87205,12.2821
2955376;Arzbach;DE;Germany;1874;Europe/Berlin;50.37902,7.74948
2956404;Amoeneburg;DE;Germany;5390;Europe/Berlin;50.79595,8.9233
2957761;Alten Buseck;DE;Germany;4075;Europe/Berlin;50.62218,8.75322
2958296;Allmendingen;DE;Germany;4556;Europe/Berlin;48.33052,9.72419
2958331;Alling;DE;Germany;3286;Europe/Berlin;48.14034,11.30144
2958533;Alfeld;DE;Germany;19138;Europe/Berlin;51.98382,9.81989
2958813;Aislingen;DE;Germany;1455;Europe/Berlin;48.50648,10.45778
2959422;Adlkofen;DE;Germany;3934;Europe/Berlin;48.55,12.26667
2959475;Adenstedt;DE;Germany;1020;Europe/Berlin;51.99852,9.93516
2959660;Achslach;DE;Germany;1089;Europe/Berlin;48.97171,12.93511
2959793;Abstatt;DE;Germany;4456;Europe/Berlin;49.0682,9.2907
2959927;Aalen;DE;Germany;67085;Europe/Berlin;48.83777,10.0933
3205552;Missen-Wilhams;DE;Germany;1441;Europe/Berlin;47.6,10.11667
551986;Kashin;RU;Russian Federation;16598;Europe/Moscow;57.35917,37.60806
552951;Karabulak;RU;Russian Federation;34511;Europe/Moscow;43.30513,44.89949
552977;Karabanovo;RU;Russian Federation;15615;Europe/Moscow;56.31667,38.7
553514;Kamennomostskiy;RU;Russian Federation;7585;Europe/Moscow;44.2891,40.188
554077;Kalinovskaya;RU;Russian Federation;8305;Europe/Moscow;43.57383,45.5209
555112;Ivanteyevka;RU;Russian Federation;6127;Europe/Saratov;52.2667,49.1055
555984;Isheyevka;RU;Russian Federation;9944;Europe/Ulyanovsk;54.42789,48.26675
3206402;Giesen;DE;Germany;9909;Europe/Berlin;52.19716,9.8989
556230;Ipatovo;RU;Russian Federation;29073;Europe/Moscow;45.71806,42.90361
3206682;Mallersdorf-Pfaffenberg;DE;Germany;6742;Europe/Berlin;48.76637,12.23096
556967;Ilovka;RU;Russian Federation;3308;Europe/Moscow;50.7053,38.6373
3207539;Salmtal;DE;Germany;2316;Europe/Berlin;49.93333,6.85
557382;Iksha;RU;Russian Federation;3707;Europe/Moscow;56.17204,37.49842
3208367;Schondorf am Ammersee;DE;Germany;3877;Europe/Berlin;48.05296,11.09138
557979;Gunib;RU;Russian Federation;2576;Europe/Moscow;42.38758,46.96509
3209260;Oberrotweil;DE;Germany;1600;Europe/Berlin;48.0899,7.63601
560138;Goreloye;RU;Russian Federation;3933;Europe/Moscow;52.93697,41.50435
3209418;Reichenau;DE;Germany;5144;Europe/Berlin;47.68885,9.06355
561549;Germenchuk;RU;Russian Federation;9285;Europe/Moscow;43.1857,45.921
3272458;Karlsdorf-Neuthard;DE;Germany;9329;Europe/Berlin;49.13472,8.53028
561731;Gay;RU;Russian Federation;41619;Asia/Yekaterinburg;51.4666,58.4552
3336891;Filderstadt;DE;Germany;43550;Europe/Berlin;48.65698,9.22049
563306;Fastovetskaya;RU;Russian Federation;8806;Europe/Moscow;45.91889,40.15889
7284137;Altstadt;DE;Germany;3202;Europe/Berlin;53.62805,11.41582
563344;Falenki;RU;Russian Federation;5303;Europe/Kirov;58.36127,51.59461
7932379;HafenCity;DE;Germany;5803;Europe/Berlin;53.54156,9.99328
563523;Elektrostal';RU;Russian Federation;144387;Europe/Moscow;55.78959,38.44671
8739828;Osternienburger Land;DE;Germany;9115;Europe/Berlin;51.8,12.01667
563601;Dzhubga;RU;Russian Federation;5314;Europe/Moscow;44.3211,38.7073
11670108;Lobbach;DE;Germany;2344;Europe/Berlin;49.37519,8.88884
12110956;Prinzenpark;DE;Germany;13956;Europe/Berlin;52.26525,10.55013
2610025;Vorbasse;DK;Denmark;1325;Europe/Copenhagen;55.62992,9.08239
2611256;Trige;DK;Denmark;3193;Europe/Copenhagen;56.25291,10.1484
2611865;Tarm;DK;Denmark;4016;Europe/Copenhagen;55.90861,8.53041
2615006;Randers;DK;Denmark;55780;Europe/Copenhagen;56.4607,10.03639
2616279;Norre Nebel;DK;Denmark;1359;Europe/Copenhagen;55.77981,8.29524
2617538;Liseleje;DK;Denmark;2496;Europe/Copenhagen;56.01295,11.96544
2617981;Langa;DK;Denmark;2823;Europe/Copenhagen;56.39026,9.89486
2618944;Kerteminde;DK;Denmark;5748;Europe/Copenhagen;55.44903,10.65769
2619221;Jyderup;DK;Denmark;4303;Europe/Copenhagen;55.66399,11.42029
2619537;Hvide Sande;DK;Denmark;3291;Europe/Copenhagen;55.99866,8.12605
2619860;Horning;DK;Denmark;6085;Europe/Copenhagen;56.08701,10.03716
2620275;Hjallerup;DK;Denmark;4192;Europe/Copenhagen;57.16466,10.14571
2620287;Hinnerup;DK;Denmark;8012;Europe/Copenhagen;56.7347,9.05874
2620583;Hedensted;DK;Denmark;10048;Europe/Copenhagen;55.77043,9.7011
2620750;Harlev;DK;Denmark;3983;Europe/Copenhagen;56.14105,9.99601
568012;Chishmy;RU;Russian Federation;22000;Asia/Yekaterinburg;54.57648,55.37642
2622793;Ebeltoft;DK;Denmark;7501;Europe/Copenhagen;56.19442,10.6821
568085;Chiri-Yurt;RU;Russian Federation;5136;Europe/Moscow;43.08869,45.74323
2624660;Arden;DK;Denmark;2516;Europe/Copenhagen;56.76899,9.86184
568464;Chyorny Yar;RU;Russian Federation;8006;Europe/Astrakhan;48.06242,46.10911
3491914;Villarpando;DO;Dominican Republic;3016;America/Santo_Domingo;18.6586,-71.03916
569359;Cherdyn';RU;Russian Federation;5585;Asia/Yekaterinburg;60.40295,56.47868
3499602;Loma de Cabrera;DO;Dominican Republic;6679;America/Santo_Domingo;19.43333,-71.6
569934;Chaplygin;RU;Russian Federation;13488;Europe/Moscow;53.24319,39.96288
3500243;Las Terrenas;DO;Dominican Republic;7713;America/Santo_Domingo;19.31102,-69.5428
571306;Budennovsk;RU;Russian Federation;67962;Europe/Moscow;44.78389,44.16583
3504077;Jimani;DO;Dominican Republic;6567;America/Santo_Domingo;18.49169,-71.85022
578742;Botashyurt;RU;Russian Federation;3786;Europe/Moscow;43.30801,46.50991
2476396;Timizart;DZ;Algeria;41158;Africa/Algiers;36.8,4.26667
580352;Aushiger;RU;Russian Federation;4955;Europe/Moscow;43.39312,43.7367
2485636;Oued el Abtal;DZ;Algeria;22819;Africa/Algiers;35.45595,0.68778
580432;Atemar;RU;Russian Federation;4052;Europe/Moscow;54.18097,45.40909
2489987;Mazouna;DZ;Algeria;22366;Africa/Algiers;36.12232,0.89865
580850;Arsk;RU;Russian Federation;17243;Europe/Moscow;56.09151,49.87783
2490098;Mascara;DZ;Algeria;150000;Africa/Algiers;35.39664,0.14027
801983;Druzhba;RU;Russian Federation;3621;Europe/Moscow;42.242,48.00145
2497988;El Kala;DZ;Algeria;35449;Africa/Algiers;36.89556,8.44333
819112;Chupryakovo;RU;Russian Federation;1951;Europe/Moscow;55.55282,36.62721
2503237;Boudjima;DZ;Algeria;20557;Africa/Algiers;36.80218,4.15187
2504136;Berrahal;DZ;Algeria;19294;Africa/Algiers;36.83528,7.45333
2505629;Barika;DZ;Algeria;98846;Africa/Algiers;35.38901,5.36584
2505915;Azzaba;DZ;Algeria;75317;Africa/Algiers;36.73944,7.10528
3652315;Rocafuerte;EC;Ecuador;10274;America/Guayaquil;-0.9236,-80.44946
3653693;Otavalo;EC;Ecuador;32330;America/Guayaquil;0.23457,-78.26248
3659926;Calceta;EC;Ecuador;17286;America/Guayaquil;-0.84582,-80.16389
588002;Uulu;EE;Estonia;524;Europe/Tallinn;58.28361,24.58722
588311;Tehumardi;EE;Estonia;0;Europe/Tallinn;58.18027,22.24646
588365;Tamsalu;EE;Estonia;2119;Europe/Tallinn;59.15861,26.11528
588532;Suure-Jaani;EE;Estonia;1254;Europe/Tallinn;58.53611,25.47056
590552;Loksa;EE;Estonia;3463;Europe/Tallinn;59.57639,25.72139
355392;`Izbat al Burj;EG;Egypt;37953;Africa/Cairo;31.5084,31.84106
355635;Idfu;EG;Egypt;133000;Africa/Cairo;24.97916,32.87722
358108;Disuq;EG;Egypt;149291;Africa/Cairo;31.13259,30.64784
857691;Zhitnevo;RU;Russian Federation;3193;Europe/Moscow;55.34233,37.91464
867005;Petra-Dubrava;RU;Russian Federation;6078;Europe/Samara;53.29613,50.36554
1485193;Zheleznodorozhnyy;RU;Russian Federation;7337;Asia/Yekaterinburg;55.10183,61.54926
1486468;Yalutorovsk;RU;Russian Federation;35892;Asia/Yekaterinburg;56.65358,66.30057
1487487;Verkhniy Bekhtemir;RU;Russian Federation;1200;Asia/Barnaul;52.76582,85.91011
1488429;Uray;RU;Russian Federation;39878;Asia/Yekaterinburg;60.13044,64.78896
1492160;Shipunovo;RU;Russian Federation;11431;Asia/Barnaul;52.21731,82.26747
361179;Al Hawamidiyah;EG;Egypt;155055;Africa/Cairo;29.9,31.25
1492663;Serov;RU;Russian Federation;98438;Asia/Yekaterinburg;59.60334,60.5787
11608775;Munshat 'Ali Agha;EG;Egypt;3847;Africa/Cairo;31.15791,30.70177
1493001;Sargazy;RU;Russian Federation;1827;Asia/Yekaterinburg;55.02064,61.24985
2509487;Villarrubia de los Ojos;ES;Spain;11191;Europe/Madrid;39.22085,-3.60802
1497163;Novoasbest;RU;Russian Federation;2394;Asia/Yekaterinburg;57.74225,60.28773
2509516;Villar del Rey;ES;Spain;2279;Europe/Madrid;39.1331,-6.84762
1497899;Gal'bshtadt;RU;Russian Federation;1778;Asia/Barnaul;53.2264,78.9845
2509567;Villanueva de Alcardete;ES;Spain;3658;Europe/Madrid;39.67321,-3.01445
1498087;Nadym;RU;Russian Federation;46339;Asia/Yekaterinburg;65.53333,72.51667
2509594;Villagarcia de la Torre;ES;Spain;1011;Europe/Madrid;38.3,-6.08333
1498456;Monetnyy;RU;Russian Federation;5540;Asia/Yekaterinburg;57.0472,60.8794
2509937;Valhermoso de la Fuente;ES;Spain;44;Europe/Madrid;39.56667,-2.01667
1498775;Mikhaylovskoye;RU;Russian Federation;11467;Asia/Barnaul;51.82389,79.71722
2510330;Torreblascopedro;ES;Spain;2713;Europe/Madrid;37.9975,-3.6378
1499158;Mayna;RU;Russian Federation;5287;Asia/Krasnoyarsk;53.00639,91.48361
2510430;Titaguas;ES;Spain;544;Europe/Madrid;39.86667,-1.08333
1500614;Lesnoye;RU;Russian Federation;2000;Asia/Barnaul;52.46926,85.25547
2510787;Sorihuela del Guadalimar;ES;Spain;1232;Europe/Madrid;38.24062,-3.0536
2511162;Santa Eularia des Riu;ES;Spain;31314;Europe/Madrid;38.98457,1.53409
2511177;Santa Cruz de los Canamos;ES;Spain;637;Europe/Madrid;38.63759,-2.86618
2511277;San Miguel de Salinas;ES;Spain;6281;Europe/Madrid;37.97972,-0.78904
2511441;San Bartolome de la Torre;ES;Spain;2981;Europe/Madrid;37.44515,-7.10597
2511633;Sabiote;ES;Spain;3958;Europe/Madrid;38.06916,-3.31448
2512846;Paymogo;ES;Spain;1310;Europe/Madrid;37.73999,-7.34499
2513607;Montichelvo;ES;Spain;673;Europe/Madrid;38.89129,-0.34123
2513882;Mijas;ES;Spain;73787;Europe/Madrid;36.59575,-4.63728
2513902;Mestanza;ES;Spain;801;Europe/Madrid;38.57616,-4.07096
2514169;Marbella;ES;Spain;134623;Europe/Madrid;36.51543,-4.88583
2514824;Los Barrios;ES;Spain;23513;Europe/Madrid;36.18482,-5.49213
2514984;Llucmajor;ES;Spain;36078;Europe/Madrid;39.49093,2.89108
2515550;La Romana;ES;Spain;2333;Europe/Madrid;38.36753,-0.89862
2515555;La Roda;ES;Spain;16060;Europe/Madrid;39.20735,-2.15723
1501365;Kupino;RU;Russian Federation;16333;Asia/Novosibirsk;54.36635,77.29805
2515900;La Haba;ES;Spain;1247;Europe/Madrid;38.91929,-5.80034
1501887;Krasnyy Yar;RU;Russian Federation;5322;Asia/Omsk;55.24242,72.92635
2515922;La Gineta;ES;Spain;2137;Europe/Madrid;39.11452,-1.99603
1506107;Gryaznovskoye;RU;Russian Federation;1486;Asia/Yekaterinburg;56.7825,61.7053
2516389;Jalon;ES;Spain;2683;Europe/Madrid;38.74063,-0.01129
1506422;Golyshmanovo;RU;Russian Federation;13424;Asia/Yekaterinburg;56.3979,68.37279
2516860;Guia de Isora;ES;Spain;20536;Atlantic/Canary;28.21154,-16.77947
1507636;Chunskiy;RU;Russian Federation;16199;Asia/Irkutsk;56.0815,99.6342
2517142;Gorga;ES;Spain;266;Europe/Madrid;38.71896,-0.35589
1508520;Bystryanka;RU;Russian Federation;1838;Asia/Barnaul;52.28611,85.82833
2517547;Fuente del Maestre;ES;Spain;6748;Europe/Madrid;38.52656,-6.44782
1508715;Bulanash;RU;Russian Federation;13056;Asia/Yekaterinburg;57.27825,61.9965
2517618;Frigiliana;ES;Spain;2560;Europe/Madrid;36.78747,-3.89441
1510018;Biysk;RU;Russian Federation;215430;Asia/Barnaul;52.53639,85.20722
2518840;Domeno;ES;Spain;568;Europe/Madrid;39.66115,-0.67077
1510469;Belovo;RU;Russian Federation;75764;Asia/Novokuznetsk;54.4165,86.2976
2518882;Deifontes;ES;Spain;2424;Europe/Madrid;37.3262,-3.59568
1510998;Balakhta;RU;Russian Federation;7721;Asia/Krasnoyarsk;55.38425,91.61872
2519208;Corteconcepcion;ES;Spain;0;Europe/Madrid;37.9,-6.5
1536289;Snezhinsk;RU;Russian Federation;50086;Asia/Yekaterinburg;56.085,60.73139
2519402;Ciudad Real;ES;Spain;74014;Europe/Madrid;38.98626,-3.92907
2012728;Zakamensk;RU;Russian Federation;12250;Asia/Irkutsk;50.3741,103.2863
2015545;Tarbagatay;RU;Russian Federation;4175;Asia/Irkutsk;51.48195,107.36158
2015701;Taksimo;RU;Russian Federation;10359;Asia/Irkutsk;56.34162,114.90048
2016110;Sretensk;RU;Russian Federation;7698;Asia/Chita;52.2478,117.70835
2018925;Novokruchininskiy;RU;Russian Federation;9391;Asia/Chita;51.7836,113.77591
2519623;Cerda;ES;Spain;291;Europe/Madrid;38.98333,-0.56667
2519739;Castilleja de Guzman;ES;Spain;2405;Europe/Madrid;37.40955,-6.05515
2519952;Casas de Don Antonio;ES;Spain;209;Europe/Madrid;39.23578,-6.29143
2520402;Campos del Rio;ES;Spain;2065;Europe/Madrid;38.03966,-1.35306
2520558;Calasparra;ES;Spain;10759;Europe/Madrid;38.22997,-1.69986
2520885;Bogarra;ES;Spain;1140;Europe/Madrid;38.58139,-2.2129
2521034;Benquerencia;ES;Spain;100;Europe/Madrid;39.30994,-6.08465
2521500;Atalaya;ES;Spain;338;Europe/Madrid;38.33333,-6.46667
2521504;Atajate;ES;Spain;170;Europe/Madrid;36.64017,-5.24606
2521637;Arenas del Rey;ES;Spain;1978;Europe/Madrid;36.95799,-3.89362
2521964;Aljaraque;ES;Spain;17960;Europe/Madrid;37.26989,-7.02313
2019819;Monastyrishche;RU;Russian Federation;4192;Asia/Vladivostok;44.19641,132.50223
2522094;Alcublas;ES;Spain;794;Europe/Madrid;39.8,-0.7
2020687;Luchki;RU;Russian Federation;1131;Asia/Vladivostok;44.28613,132.25975
2020752;Lipovtsy;RU;Russian Federation;6581;Asia/Vladivostok;44.20018,131.72373
2024461;Ekimchan;RU;Russian Federation;1177;Asia/Yakutsk;53.06972,132.94011
2026861;Berdigestyakh;RU;Russian Federation;5948;Asia/Yakutsk;62.09842,126.69573
2027596;Anuchino;RU;Russian Federation;4658;Asia/Vladivostok;43.96571,133.05846
2027740;Amurzet;RU;Russian Federation;5213;Asia/Vladivostok;47.69541,131.09493
2121324;Shebunino;RU;Russian Federation;1177;Asia/Sakhalin;46.4301,141.85699
2126493;Boshnyakovo;RU;Russian Federation;1491;Asia/Sakhalin;49.64572,142.17047
2522153;Alcantera de Xuquer;ES;Spain;1380;Europe/Madrid;39.06667,-0.55
6417535;Mosrentgen;RU;Russian Federation;5214;Europe/Moscow;55.6197,37.46402
2522163;Alcala del Jucar;ES;Spain;1397;Europe/Madrid;39.19313,-1.43017
6418187;Sredniy;RU;Russian Federation;5400;Asia/Irkutsk;52.8884,103.4904
2522228;Albatera;ES;Spain;11745;Europe/Madrid;38.17902,-0.87059
8504951;Kalininskiy;RU;Russian Federation;504641;Europe/Moscow;59.99675,30.3899
2522490;Abengibre;ES;Spain;991;Europe/Madrid;39.21667,-1.53333
10103927;Ol'yavidovo;RU;Russian Federation;1026;Europe/Moscow;56.5033,37.7516
3104261;Zorita del Maestrazgo;ES;Spain;132;Europe/Madrid;40.72817,-0.16667
101760;Sultanah;SA;Saudi Arabia;946697;Asia/Riyadh;24.49258,39.58572
3104359;Zaldibar;ES;Spain;0;Europe/Madrid;43.16667,-2.53333
3104368;Zaidin;ES;Spain;1774;Europe/Madrid;41.60402,0.26429
3104374;Zael;ES;Spain;126;Europe/Madrid;42.10587,-3.82623
3104470;Vizcainos;ES;Spain;54;Europe/Madrid;42.10359,-3.26698
3104600;Vimianzo;ES;Spain;0;Europe/Madrid;43.10988,-9.03351
3104754;Villavelayo;ES;Spain;80;Europe/Madrid;42.13084,-2.98565
3104773;Villaturiel;ES;Spain;1748;Europe/Madrid;42.51819,-5.48615
3104932;Vilarino;ES;Spain;169;Europe/Madrid;42.16667,-7.18333
3105257;Villanueva de Gallego;ES;Spain;3809;Europe/Madrid;41.76917,-0.8235
3105260;Villanueva de Carazo;ES;Spain;24;Europe/Madrid;41.98275,-3.32428
3105436;Villamantilla;ES;Spain;567;Europe/Madrid;40.33846,-4.12986
3105492;Villalcon;ES;Spain;84;Europe/Madrid;42.29287,-4.85527
3105574;Villagarcia de Campos;ES;Spain;414;Europe/Madrid;41.78032,-5.19242
3105596;Villafrechos;ES;Spain;520;Europe/Madrid;41.8929,-5.21859
3106081;Vertavillo;ES;Spain;214;Europe/Madrid;41.83281,-4.32707
3106116;Venturada;ES;Spain;1193;Europe/Madrid;40.79717,-3.61974
